m=500;
n=150;
p=20;
k=5;

q=[
[0  1  0  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  1  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  0  1]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  1  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  0  1]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  1  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  1  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[1  0  0  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  1  0  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  1  0]
[1  0  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  1  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  0  0  1]
[1  0  0  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  1  0  0]
[0  1  0  0  0]
[0  1  0  0  0]
[0  0  1  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  0  0  1]
[0  0  0  1  0]
[0  1  0  0  0]
[1  0  0  0  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  0  0  0  1]
[0  0  0  1  0]
[1  0  0  0  0]
[1  0  0  0  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  0  0  1  0]
[0  0  1  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  0  0  1]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
[0  0  0  1  0]
[0  1  0  0  0]
];

c=[
[3   21   26   7   11]
[5   3   1   14   16]
[23   7   8   10   6]
[23   26   23   27   14]
[27   29   29   26   22]
